День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Заголовок,Статус объявления,Тип объявления,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5261412/-1ELjpYqXErBDt0M0nJ1Dg,сезон 01.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Видео,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5261412/-1ELjpYqXErBDt0M0nJ1Dg,сезон 01.png,1164216079,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/df89c1af-59fe-4be2-a722-2cf06c197a6a/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5261412/-1ELjpYqXErBDt0M0nJ1Dg,сезон 01.png,1164216079,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/df89c1af-59fe-4be2-a722-2cf06c197a6a/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5261412/-1ELjpYqXErBDt0M0nJ1Dg,сезон 01.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,-,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,где в сочи можно спускать лодку,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Выход каждые три часа - бронь онлайн,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,морская рыбалка,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.54,0.00,53.51,3.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,морскую рыбалка сочи,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,0.66,150.80,66.31,3.00,3.00,50.00,1.50
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,платная рыбалка в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.67,0.00,66.63,4.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в краснодарском крае,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Выход каждые три часа - бронь онлайн,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.65,0.00,65.28,3.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Не определён,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.53,0.00,53.28,4.00,-,-,-
